player,season_start,salary,salary_real_2023
Alonzo Mourning,1992,2400000,5072370
Dikembe Mutombo,1992,2400000,5072370
Dennis Scott,1992,2400000,5072370
Hersey Hawkins,1992,2400000,5072370
Rony Seikaly,1992,2382000,5034328
Kenny Anderson,1992,2376000,5021647
Mahmoud Abdul-Rauf,1992,2358000,4983604
Dennis Rodman,1992,2350000,4966696
Wayman Tisdale,1992,2333000,4930767
Larry Bird,1992,2300000,4861022
Armen Gilliam,1992,2300000,4861022
Pervis Ellison,1992,2300000,4861022
Isiah Thomas,1992,2272000,4801844
Steve Smith,1992,2252000,4759574
Moses Malone,1992,2230000,4713077
Ron Harper,1992,2220000,4691943
Kevin Duckworth,1992,2213000,4677148
Bill Cartwright,1992,2200000,4649673
Terry Porter,1992,2200000,4649673
John Stockton,1992,2200000,4649673
Gary Payton,1992,2183000,4613744
Chuck Person,1992,2156000,4556679
Otis Thorpe,1992,2102000,4442551
Christian Laettner,1992,2100000,4438324
Willie Anderson,1992,2075000,4385487
Derek Harper,1992,2069000,4372806
Mike Sanders,1992,2010000,4248109
Rex Chapman,1992,2004000,4235429
John Salley,1992,2002000,4231202
Rik Smits,1992,2000000,4226975
LaSalle Thompson,1992,2000000,4226975
Ricky Pierce,1992,2000000,4226975
Blair Rasmussen,1992,1988000,4201613
Kenny Smith,1992,1983000,4191046
Jeff Malone,1992,1980000,4184705
Billy Owens,1992,1962000,4146663
Kendall Gill,1992,1908000,4032534
Horace Grant,1992,1900000,4015626
LaPhonso Ellis,1992,1900000,4015626
Stanley Roberts,1992,1900000,4015626
Johnny Dawkins,1992,1900000,4015626
Tom Chambers,1992,1885000,3983924
Xavier McDaniel,1992,1869000,3950108
Sherman Douglas,1992,1869000,3950108
James Worthy,1992,1850000,3909952
Kevin Johnson,1992,1850000,3909952
Buck Williams,1992,1850000,3909952
Doug Smith,1992,1845000,3899385
Cliff Robinson,1992,1805000,3814845
Fat Lever,1992,1802000,3808505
Sean Elliott,1992,1802000,3808505
Frank Brickowski,1992,1800000,3804278
Jay Humphries,1992,1800000,3804278
Mark Jackson,1992,1790000,3783143
Micheal Williams,1992,1775000,3751440
A.C. Green,1992,1750000,3698603
Charles Shackleford,1992,1720000,3635199
Sleepy Floyd,1992,1700000,3592929
Mark Price,1992,1690000,3571794
Manute Bol,1992,1650000,3487254
Jeff Hornacek,1992,1646000,3478801
Harvey Grant,1992,1625000,3434417
Drazen Petrovic,1992,1615000,3413282
Felton Spencer,1992,1610000,3402715
Danny Schayes,1992,1600000,3381580
Luc Longley,1992,1590000,3360445
Glen Rice,1992,1552000,3280133
Vernon Maxwell,1992,1542000,3258998
Terry Davis,1992,1537000,3248430
Chris Morris,1992,1510000,3191366
Sam Vincent,1992,1510000,3191366
Sarunas Marciulionis,1992,1500000,3170231
Rolando Blackman,1992,1500000,3170231
Lionel Simmons,1992,1464000,3094146
Mike Gminski,1992,1415000,2990585
Brian Shaw,1992,1413000,2986358
Stacey King,1992,1400000,2958883
Tyrone Hill,1992,1400000,2958883
Detlef Schrempf,1992,1393000,2944088
Michael Cage,1992,1390000,2937748
Tony Campbell,1992,1383000,2922953
Clyde Drexler,1992,1378000,2912386
Vern Fleming,1992,1360000,2874343
Mark Aguirre,1992,1351000,2855322
Scott Skiles,1992,1348000,2848981
Joe Dumars,1992,1339000,2829960
Terry Mills,1992,1337000,2825733
Mark Eaton,1992,1333000,2817279
Danny Ainge,1992,1330000,2810938
Todd Day,1992,1325000,2800371
Bill Laimbeer,1992,1319000,2787690
Spud Webb,1992,1317000,2783463
Michael Adams,1992,1309000,2766555
Sidney Green,1992,1288000,2722172
Alton Lister,1992,1283000,2711604
Alvin Robertson,1992,1283000,2711604
Ken Norman,1992,1275000,2694697
Doug West,1992,1275000,2694697
Walt Williams,1992,1275000,2694697
Mike Brown,1992,1275000,2694697
Grant Long,1992,1258000,2658767
Roy Hinson,1992,1250000,2641859
James Edwards,1992,1250000,2641858
Charles Smith,1992,1250000,2641859
J.R. Reid,1992,1250000,2641859
Tom Gugliotta,1992,1250000,2641859
Antoine Carr,1992,1233000,2605930
Mark Macon,1992,1228000,2595363
Rumeal Robinson,1992,1225000,2589022
Jim Petersen,1992,1221000,2580568
Travis Mays,1992,1200000,2536185
Kevin Gamble,1992,1200000,2536185
Chris Dudley,1992,1200000,2536185
John Paxson,1992,1200000,2536185
Rod Strickland,1992,1200000,2536185
Johnny Newman,1992,1175000,2483348
Derrick McKey,1992,1162000,2455872
Joe Kleine,1992,1150000,2430511
Ed Pinckney,1992,1150000,2430511
Stacey Augmon,1992,1138000,2405149
Gary Grant,1992,1128000,2384014
Orlando Woolridge,1992,1108000,2341744
Loy Vaught,1992,1100000,2324836
Byron Scott,1992,1100000,2324836
Eddie Johnson,1992,1100000,2324836
Kurt Rambis,1992,1100000,2324836
Mark Bryant,1992,1100000,2324836
Tyrone Corbin,1992,1100000,2324836
Terry Catledge,1992,1086000,2295247
Rodney McCray,1992,1075000,2271999
Craig Ehlo,1992,1075000,2271999
Greg Anthony,1992,1067000,2255091
Charles Oakley,1992,1050000,2219162
George McCloud,1992,1040000,2198027
Andrew Lang,1992,1040000,2198027
Mitch Richmond,1992,1036000,2189573
Dave Jamerson,1992,1034000,2185346
Bison Dele,1992,1011000,2136736
Adam Keefe,1992,1000000,2113487
Thurl Bailey,1992,1000000,2113487
Mark West,1992,1000000,2113487
Dale Ellis,1992,1000000,2113487
Robert Horry,1992,997000,2107147
Reggie Williams,1992,985000,2081785
Ron Anderson,1992,950000,2007813
Duane Causwell,1992,950000,2007813
Victor Alexander,1992,942000,1990905
Randy White,1992,930000,1965543
William Bedford,1992,925000,1954976
Vinny Del Negro,1992,920000,1944408
Harold Miner,1992,912000,1927500
John Battle,1992,910000,1923273
Chris Gatling,1992,910000,1923273
Jerry Reynolds,1992,910000,1923273
Jerrod Mustaf,1992,904000,1910593
Gerald Glass,1992,903000,1908479
Anthony Bowie,1992,900000,1902139
Tim Perry,1992,900000,1902139
Doc Rivers,1992,895000,1891571
Lester Conner,1992,890000,1881004
Charles Jones,1992,875000,1849301
Fred Roberts,1992,866000,1830280
Dee Brown,1992,865000,1828167
Bo Kimble,1992,865000,1828167
Tom Hammonds,1992,850000,1796464
Bryant Stith,1992,850000,1796464
Olden Polynice,1992,850000,1796464
Stojko Vrankovic,1992,831000,1756308
Duane Ferrell,1992,825000,1743627
Willie Burton,1992,802000,1695017
Jayson Williams,1992,800000,1690790
Kevin Brooks,1992,800000,1690790
Carl Herrera,1992,800000,1690790
Pooh Richardson,1992,800000,1690790
John Williams,1992,800000,1690790
Nick Anderson,1992,800000,1690790
Clarence Weatherspoon,1992,800000,1690790
Ed Nealy,1992,800000,1690790
Sedale Threatt,1992,796000,1682336
Malik Sealy,1992,790000,1669655
Ledell Eackles,1992,780000,1648520
Greg Kite,1992,775000,1637953
Anthony Bonner,1992,763000,1612591
Alec Kessler,1992,762000,1610477
LaBradford Smith,1992,760000,1606250
Winston Garland,1992,759000,1604136
Dell Curry,1992,750000,1585115
Kevin Edwards,1992,750000,1585115
Nate McMillan,1992,750000,1585115
Darrell Walker,1992,735000,1553413
Dan Majerle,1992,735000,1553413
Tracy Murray,1992,725000,1532278
Dino Radja,1992,711000,1502689
Muggsy Bogues,1992,700000,1479441
Anthony Peeler,1992,700000,1479441
Eric Murdock,1992,700000,1479441
Brad Sellers,1992,700000,1479441
Jeff Turner,1992,700000,1479441
Tim Hardaway,1992,690000,1458306
Terrell Brandon,1992,682000,1441398
Mookie Blaylock,1992,660000,1394901
Tim McCormick,1992,660000,1394901
Rick Fox,1992,650000,1373767
Michael Smith,1992,650000,1373767
Donald Hodge,1992,650000,1373767
Greg Dreiling,1992,650000,1373767
Bimbo Coles,1992,650000,1373767
Shawn Kemp,1992,650000,1373767
Pete Chilcutt,1992,630000,1331497
Will Perdue,1992,625000,1320929
Scott Williams,1992,613000,1295568
Mario Elie,1992,608000,1285000
Tom Tolbert,1992,606000,1280773
Larry Krystkowiak,1992,605000,1278660
Maurice Cheeks,1992,600000,1268092
Bob Hansen,1992,600000,1268092
Scott Hastings,1992,600000,1268092
John Starks,1992,600000,1268092
Rich King,1992,600000,1268092
Kenny Gattison,1992,598000,1263865
Hubert Davis,1992,588000,1242730
Brad Lohaus,1992,583000,1232163
Sam Mitchell,1992,575000,1215255
Elden Campbell,1992,575000,1215255
Anthony Cook,1992,570000,1204688
Todd Lichti,1992,565180,1194501
Dale Davis,1992,559000,1181439
Tate George,1992,551000,1164531
John Bagley,1992,550000,1162418
Latrell Sprewell,1992,550000,1162418
Jeff Grayer,1992,550000,1162418
Steve Kerr,1992,550000,1162418
Buck Johnson,1992,550000,1162418
BJ Armstrong,1992,540000,1141283
Rafael Addison,1992,522000,1103240
Lee Mayberry,1992,520000,1099013
Oliver Miller,1992,517000,1092673
Les Jepsen,1992,504000,1065197
Paul Graham,1992,500000,1056743
Alaa Abdelnaby,1992,500000,1056743
Rick Mahorn,1992,500000,1056743
Gerald Wilkins,1992,500000,1056743
Byron Houston,1992,500000,1056743
Matt Bullard,1992,500000,1056743
Scott Brooks,1992,500000,1056743
Tree Rollins,1992,500000,1056743
Tod Murphy,1992,500000,1056743
Randy Woods,1992,500000,1056743
Anthony Avent,1992,500000,1056743
Jon Barry,1992,500000,1056743
Dana Barros,1992,500000,1056743
Eddie Lee Wilkins,1992,500000,1056743
Kenny Payne,1992,500000,1056743
Tim Kempton,1992,500000,1056743
Dave Johnson,1992,500000,1056743
Larry Smith,1992,500000,1056743
Larry Stewart,1992,500000,1056743
Lance Blanks,1992,490000,1035609
Henry James,1992,477000,1008133
Blue Edwards,1992,475000,1003906
Negele Knight,1992,469000,991225
Don MacLean,1992,463000,978544
Brian Oliver,1992,456000,963750
Tony Smith,1992,450000,951069
Greg Foster,1992,439000,927821
Elmore Spencer,1992,438000,925707
Herb Williams,1992,430000,908799
Jim Les,1992,413000,872870
A.J. English,1992,406000,858076
Craig Hodges,1992,400000,845395
Isaac Austin,1992,400000,845395
Jack Haley,1992,390000,824260
Sean Rooks,1992,375000,792557
Jud Buechler,1992,375000,792557
David Wood,1992,375000,792557
Marcus Liberty,1992,360000,760855
Sean Green,1992,355000,750288
Trent Tucker,1992,350000,739720
Cedric Ceballos,1992,350000,739720
Mitchell Wiggins,1992,335000,708018
Kenny Williams,1992,325000,686883
Marlon Maxey,1992,325000,686883
Randy Wittman,1992,300000,634046
Chris Corchiani,1992,300000,634046
David Benoit,1992,300000,634046
Brent Price,1992,283000,598117
Gundars Vetra,1992,275000,581209
Reggie Smith,1992,275000,581209
Anthony Mason,1992,273000,576982
Greg Grant,1992,270000,570641
Jeff Sanders,1992,250000,528371
Morlon Wiley,1992,250000,528371
Kevin Lynch,1992,250000,528371
Bobby Phills,1992,250000,528371
Tracy Moore,1992,250000,528371
Robert Pack,1992,250000,528371
Mark Randall,1992,250000,528371
Mark Acres,1992,250000,528371
Sean Higgins,1992,250000,528371
Keith Owens,1992,250000,528371
Keith Askins,1992,250000,528371
Randy Brown,1992,250000,528371
Corey Crowder,1992,250000,528371
Mike Iuzzolino,1992,241000,509350
Jerome Lane,1992,225000,475534
Bob McCann,1992,225000,475534
Vinnie Johnson,1992,210000,443832
Corey Williams,1992,200000,422697
Brian Howard,1992,200000,422697
Chris Smith,1992,200000,422697
Marty Conlon,1992,200000,422697
Gerald Paddio,1992,190000,401562
Vincent Askew,1992,180000,380427
Kevin Pritchard,1992,158000,333931
Steve Bardo,1992,150000,317023
Dexter Cambridge,1992,150000,317023
John Shasky,1992,150000,317023
Walter Bond,1992,150000,317023
Robert Werdann,1992,145000,306455
A.J. Wynder,1992,140000,295888
Bart Kofoed,1992,140000,295888
Kenny Battle,1992,140000,295888
Marcus Webb,1992,140000,295888
Chucky Brown,1992,140000,295888
Dan O'Sullivan,1992,140000,295888
Dwayne Schintzius,1992,140000,295888
Tony Bennett,1992,140000,295888
Jay Guidinger,1992,140000,295888
Radisav Curcic,1992,140000,295888
Walter Palmer,1992,140000,295888
Gary Plummer,1992,140000,295888
Isaiah Morris,1992,140000,295888
Keith Jennings,1992,140000,295888
Kennard Winchester,1992,140000,295888
Jaren Jackson Jr,1992,140000,295888
Kiki Vandeweghe,1992,140000,295888
Alex Blackwell,1992,140000,295888
Duane Cooper,1992,140000,295888
Rory Sparrow,1992,140000,295888
Matt Geiger,1992,140000,295888
Anthony Pullard,1992,140000,295888
Eric Anderson,1992,140000,295888
Steve Scheffler,1992,140000,295888
Donald Royal,1992,140000,295888
Litterial Green,1992,140000,295888
Alex Stivrins,1992,140000,295888
Frank Johnson,1992,140000,295888
Richard Dumas,1992,140000,295888
Avery Johnson,1992,140000,295888
Lloyd Daniels,1992,140000,295888
Sam Mack,1992,140000,295888
John Crotty,1992,140000,295888
Stephen Howard,1992,140000,295888
Tim Legler,1992,140000,295888
Andre Turner,1992,140000,295888
Doug Overton,1992,140000,295888
Stan Kimbrough,1992,133000,281093
David Wingate,1992,129000,272639
Doug Lee,1992,125000,264185
Roy Tarpley,1992,80000,169079
Joe Wolf,1992,29000,61291
Curtis Blair,1992,25000,52837
Ron Grandison,1992,15000,31702
Corey Gaines,1992,13000,27475
Matt Othick,1992,13000,27475
Reggie Fox,1992,11000,23248
Ricky Blanton,1992,8000,16907
Lorenzo Williams,1992,7000,14794
Tito Horford,1992,7000,14794
David Robinson,1993,5740000,11778567
Buck Williams,1993,5050000,10362676
John Williams,1993,4886000,10026145
Vlade Divac,1993,4133000,8480978
Robert Parish,1993,4000000,8208060
Michael Jordan,1993,4000000,8208060
Ron Harper,1993,4000000,8208060
Shaquille O'Neal,1993,3900000,8002859
Patrick Ewing,1993,3825000,7848958
Sam Perkins,1993,3587000,7360578
Benoit Benjamin,1993,3575000,7335954
Danny Ferry,1993,3543000,7270289
Brad Daugherty,1993,3541000,7266185
Dominique Wilkins,1993,3500000,7182053
Derrick Coleman,1993,3440000,7058932
Tim Hardaway,1993,3340000,6853730
Danny Manning,1993,3250000,6669049
Charles Barkley,1993,3250000,6669049
Sam Bowie,1993,3200000,6566448
Hakeem Olajuwon,1993,3170000,6504888
Larry Johnson,1993,3125000,6412547
Alonzo Mourning,1993,3120000,6402287
Karl Malone,1993,3081000,6322258
Scottie Pippen,1993,3075000,6309946
Rony Seikaly,1993,3057000,6273010
Reggie Miller,1993,3011000,6178617
Dikembe Mutombo,1993,3000000,6156045
Dan Majerle,1993,2975000,6104745
Jerome Kersey,1993,2940000,6032924
Kenny Anderson,1993,2925000,6002144
Jon Koncak,1993,2900000,5950844
Mark Price,1993,2850000,5848243
Chris Mullin,1993,2844000,5835931
Stanley Roberts,1993,2841000,5829775
Larry Nance,1993,2840000,5827723
Dennis Scott,1993,2820000,5786682
Ken Norman,1993,2785000,5714862
Christian Laettner,1993,2730000,5602001
Shawn Bradley,1993,2700000,5540441
Nick Anderson,1993,2670000,5478880
Kevin Willis,1993,2625000,5386539
Charles Smith,1993,2557000,5247002
Isiah Thomas,1993,2520000,5171078
Rik Smits,1993,2500000,5130038
Magic Johnson,1993,2500000,5130038
Terry Porter,1993,2500000,5130038
Mitch Richmond,1993,2500000,5130038
Blair Rasmussen,1993,2457000,5041801
John Salley,1993,2452000,5031541
Dennis Rodman,1993,2450000,5027437
Harvey Grant,1993,2429000,4984345
Otis Thorpe,1993,2418000,4961772
Billy Owens,1993,2414000,4953564
Terry Cummings,1993,2407000,4939200
Hersey Hawkins,1993,2400000,4924836
Bill Cartwright,1993,2400000,4924836
Sedale Threatt,1993,2400000,4924836
John Stockton,1993,2400000,4924836
Gary Payton,1993,2383000,4889952
Jeff Malone,1993,2380000,4883796
LaPhonso Ellis,1993,2350000,4822235
Clifford Robinson,1993,2336000,4793507
Wayman Tisdale,1993,2333000,4787351
Kevin Duckworth,1993,2313000,4746311
Sherman Douglas,1993,2300000,4719635
Kevin Johnson,1993,2300000,4719635
Pervis Ellison,1993,2300000,4719635
Gerald Wilkins,1993,2278000,4674490
Steve Smith,1993,2252000,4621138
Fat Lever,1993,2203000,4520589
Chuck Person,1993,2156000,4424144
Kenny Smith,1993,2150000,4411832
Xavier McDaniel,1993,2145000,4401572
Ricky Pierce,1993,2100000,4309231
Johnny Dawkins,1993,2100000,4309231
Micheal Williams,1993,2075000,4257931
Willie Anderson,1993,2075000,4257931
Jamal Mashburn,1993,2033000,4171746
Rex Chapman,1993,2004000,4112238
Glen Rice,1993,2002000,4108134
Jim Jackson,1993,2000000,4104030
LaSalle Thompson,1993,2000000,4104030
Mark Jackson,1993,2000000,4104030
Isaiah Rider,1993,2000000,4104030
Kendall Gill,1993,2000000,4104030
Cedric Ceballos,1993,2000000,4104030
Calbert Cheaney,1993,2000000,4104030
Rolando Blackman,1993,1995000,4093770
Horace Grant,1993,1950000,4001429
Charles Oakley,1993,1950000,4001429
Jeff Hornacek,1993,1946000,3993221
Derek Harper,1993,1927000,3954233
Sarunas Marciulionis,1993,1900000,3898828
A.C. Green,1993,1885000,3868048
Mike Gminski,1993,1850000,3796228
Sleepy Floyd,1993,1850000,3796227
Frank Brickowski,1993,1850000,3796228
Mahmoud Abdul-Rauf,1993,1825000,3744927
J.R. Reid,1993,1818000,3730563
Sean Elliott,1993,1807000,3707991
James Worthy,1993,1800000,3693627
Jay Humphries,1993,1800000,3693627
Chris Morris,1993,1785000,3662847
Danny Schayes,1993,1750000,3591026
Lionel Simmons,1993,1743000,3576662
Todd Day,1993,1723000,3535622
Scott Skiles,1993,1722000,3533570
Elden Campbell,1993,1700000,3488425
Pooh Richardson,1993,1694000,3476113
Orlando Woolridge,1993,1692000,3472009
Danny Ainge,1993,1690000,3467905
Tony Campbell,1993,1682000,3451489
Walt Williams,1993,1658000,3402241
Dino Radja,1993,1650000,3385825
Doug Smith,1993,1650000,3385825
Mookie Blaylock,1993,1630000,3344784
Tom Gugliotta,1993,1625000,3334524
Mark Aguirre,1993,1621000,3326316
Bobby Hurley,1993,1616000,3316056
Evers Burns,1993,1616000,3316056
Terry Mills,1993,1614000,3311952
Stacey King,1993,1600000,3283224
Chris Webber,1993,1600000,3283224
Herb Williams,1993,1600000,3283224
Luc Longley,1993,1590000,3262704
Felton Spencer,1993,1581000,3244236
Clyde Drexler,1993,1578000,3238080
Spud Webb,1993,1567000,3215507
Vern Fleming,1993,1560000,3201143
Rod Strickland,1993,1560000,3201143
Tim Perry,1993,1550000,3180623
Jim Petersen,1993,1521000,3121115
Brian Shaw,1993,1513000,3104699
Sidney Green,1993,1512000,3102647
Michael Cage,1993,1502000,3082126
Blue Edwards,1993,1500000,3078022
Mark Macon,1993,1498000,3073918
Ed Pinckney,1993,1470000,3016462
Roy Hinson,1993,1445000,2965162
Doug Christie,1993,1445000,2965162
Johnny Newman,1993,1435000,2944641
Vernon Maxwell,1993,1424000,2922069
Grant Long,1993,1410000,2893341
Alvin Robertson,1993,1408000,2889237
Stacey Augmon,1993,1400000,2872821
Tyrone Corbin,1993,1400000,2872821
Terry Catledge,1993,1386000,2844093
Mike Brown,1993,1375000,2821520
Antoine Carr,1993,1353000,2776376
Mark Eaton,1993,1333000,2735336
Michael Adams,1993,1309000,2686087
Detlef Schrempf,1993,1308000,2684035
Bill Laimbeer,1993,1300000,2667619
James Edwards,1993,1300000,2667619
Richard Dumas,1993,1300000,2667619
Mark Bryant,1993,1300000,2667619
Dale Ellis,1993,1300000,2667619
Tom Chambers,1993,1295000,2657359
Jerry Reynolds,1993,1288000,2642995
Joe Dumars,1993,1280000,2626579
Doug West,1993,1275000,2616319
Greg Anthony,1993,1269000,2604007
Derrick McKey,1993,1262000,2589643
Duane Causwell,1993,1260000,2585539
Reggie Williams,1993,1258000,2581435
Kenny Gattison,1993,1250000,2565019
Bison Dele,1993,1244000,2552706
Anfernee Hardaway,1993,1244000,2552706
Rumeal Robinson,1993,1240000,2544498
Andrew Lang,1993,1228000,2519874
Loy Vaught,1993,1225000,2513718
Adam Keefe,1993,1200000,2462418
Craig Ehlo,1993,1200000,2462418
Armen Gilliam,1993,1200000,2462418
Kevin Edwards,1993,1200000,2462418
Will Perdue,1993,1200000,2462418
Terry Davis,1993,1200000,2462418
Mark Randall,1993,1200000,2462418
Robert Horry,1993,1200000,2462418
Moses Malone,1993,1200000,2462418
Vinny Del Negro,1993,1195365,2452907
Harold Miner,1993,1186000,2433690
Victor Alexander,1993,1160000,2380337
Eddie Johnson,1993,1150000,2359817
Bo Kimble,1993,1150000,2359817
Gary Grant,1993,1128000,2314673
John Battle,1993,1120000,2298257
Chris Gatling,1993,1120000,2298257
John Starks,1993,1112000,2281840
Doc Rivers,1993,1110000,2277736
Kevin Gamble,1993,1100000,2257216
Bryant Stith,1993,1100000,2257216
George Lynch,1993,1100000,2257216
Nick Van Exel,1993,1100000,2257216
Anthony Mason,1993,1100000,2257216
Tyrone Hill,1993,1075000,2205916
Jerrod Mustaf,1993,1073000,2201812
Terry Dehere,1993,1050000,2154615
Dell Curry,1993,1040000,2134095
Clarence Weatherspoon,1993,1040000,2134095
Duane Ferrell,1993,1025000,2103315
