Player,season_start,REG_PER,REG_TS%,REG_USG%,REG_WS,REG_WS/48,REG_VORP,REG_BPM,REG_OBPM,REG_DBPM,POF_PER,POF_TS%,POF_USG%,POF_WS,POF_WS/48,POF_VORP,POF_BPM,POF_OBPM,POF_DBPM,team
Charlie Ward,2000,13.6,0.559,13.7,5.5,0.133,2.4,2.8,0.3,2.5,20.3,0.614,16.6,1.9,0.209,1.0,7.1,3.0,4.1,NYK
Charlie Ward,2001,14.5,0.536,16.9,3.9,0.127,1.5,2.1,0.6,1.5,4.7,0.422,21.8,-0.1,-0.08,-0.1,-6.9,-4.3,-2.6,NYK
Charlie Ward,2002,14.5,0.496,17.8,1.9,0.087,1.1,2.0,-0.2,2.2,,,,,,,,,,NYK
Charlie Ward,2003,15.9,0.54,16.8,3.7,0.121,1.6,2.4,1.5,0.9,,,,,,,,,,NYK
Charlie Ward,2004,8.7,0.449,17.4,0.6,0.064,0.1,-1.1,-2.8,1.7,39.1,0.917,28.9,0.1,0.299,0.1,24.9,14.0,10.9,SAS
Charlie Ward,2005,8.7,0.453,13.2,0.5,0.061,0.1,-0.5,-2.2,1.8,,,,,,,,,,HOU
Chase Budinger,2010,14.1,0.545,19.4,3.1,0.1,0.9,0.5,1.1,-0.7,,,,,,,,,,HOU
Chase Budinger,2011,14.2,0.534,19.9,3.4,0.095,0.8,-0.2,0.6,-0.8,,,,,,,,,,HOU
Chase Budinger,2012,14.9,0.556,19.5,3.0,0.111,1.0,1.2,1.8,-0.6,,,,,,,,,,HOU
Chase Budinger,2013,12.6,0.516,20.5,0.7,0.066,0.1,-1.4,-0.6,-0.8,,,,,,,,,,MIN
Chase Budinger,2014,9.7,0.505,16.7,0.9,0.059,-0.1,-2.5,-1.7,-0.8,,,,,,,,,,MIN
Chase Budinger,2015,12.2,0.537,16.3,1.3,0.049,0.0,-1.8,-0.5,-1.3,,,,,,,,,,MIN
Chase Budinger,2016,11.1,0.502,14.9,1.3,0.084,0.2,-0.7,-1.7,0.9,,,,,,,,,,IND
Chasson Randle,2017,12.3,0.555,19.6,0.4,0.075,-0.1,-3.2,-2.0,-1.3,,,,,,,,,,NYK
Chasson Randle,2020,6.7,0.377,7.1,0.0,0.045,0.0,-5.9,-6.0,0.2,,,,,,,,,,GSW
Chasson Randle,2021,7.4,0.515,15.7,0.0,-0.001,-0.8,-5.9,-4.8,-1.1,,,,,,,,,,ORL
Chauncey Billups,1998,15.4,0.53,21.7,2.6,0.096,0.9,0.8,1.2,-0.4,,,,,,,,,,BOS
Chauncey Billups,1999,15.1,0.547,20.3,2.3,0.075,0.5,-0.6,1.1,-1.6,,,,,,,,,,DEN
Chauncey Billups,2000,10.5,0.465,20.6,0.1,0.023,0.0,-2.6,-2.3,-0.4,,,,,,,,,,DEN
Chauncey Billups,2001,14.1,0.538,19.5,3.7,0.098,0.7,-0.5,0.4,-0.9,-1.2,0.233,13.5,-0.1,-0.095,-0.1,-10.9,-9.0,-1.9,MIN
Chauncey Billups,2002,17.6,0.555,20.4,7.6,0.156,2.7,2.5,3.1,-0.6,16.6,0.552,22.0,0.2,0.062,0.1,0.9,1.4,-0.4,MIN
Chauncey Billups,2003,20.4,0.582,24.1,9.9,0.204,3.8,4.6,4.3,0.3,17.9,0.549,26.2,1.5,0.144,0.5,2.5,3.0,-0.5,DET
Chauncey Billups,2004,18.6,0.55,23.5,11.3,0.198,3.9,3.6,3.1,0.5,18.8,0.546,21.8,3.7,0.203,1.4,4.6,3.2,1.4,DET
Chauncey Billups,2005,19.0,0.609,20.7,12.1,0.202,4.5,4.2,3.6,0.6,20.0,0.577,22.0,4.6,0.224,2.0,6.3,4.9,1.4,DET
Chauncey Billups,2006,23.4,0.602,22.9,15.5,0.254,6.1,6.2,6.2,0.1,19.1,0.577,22.3,2.7,0.184,1.1,4.4,3.6,0.8,DET
Chauncey Billups,2007,21.3,0.591,21.5,11.4,0.216,4.3,4.7,4.2,0.5,18.7,0.612,21.4,2.5,0.183,1.0,4.0,4.0,0.0,DET
Chauncey Billups,2008,23.6,0.619,23.0,13.5,0.257,6.2,7.7,6.5,1.2,20.8,0.564,23.9,2.0,0.202,0.9,5.2,5.2,0.0,DET
Chauncey Billups,2009,18.8,0.595,21.8,9.9,0.176,3.7,3.4,3.9,-0.5,22.9,0.664,20.6,3.2,0.249,1.3,6.1,5.8,0.4,DEN
Chauncey Billups,2010,20.2,0.601,24.3,9.5,0.182,3.6,3.7,4.5,-0.8,19.6,0.601,25.6,0.6,0.131,0.3,3.0,4.4,-1.3,DEN
Chauncey Billups,2011,18.6,0.634,21.4,5.8,0.171,2.1,2.9,3.8,-0.9,3.4,0.421,18.7,-0.1,-0.078,-0.1,-7.8,-3.5,-4.3,DEN
Chauncey Billups,2012,16.1,0.554,23.4,1.7,0.135,0.4,0.9,2.9,-2.0,,,,,,,,,,LAC
Chauncey Billups,2013,15.0,0.601,19.6,1.3,0.146,0.3,0.5,1.6,-1.1,5.7,0.453,20.6,-0.2,-0.08,-0.1,-5.9,-1.9,-4.0,LAC
Chauncey Billups,2014,5.3,0.427,15.1,-0.3,-0.042,-0.3,-5.8,-4.2,-1.6,,,,,,,,,,DET
Chaundee Brown Jr.,2022,10.3,0.525,14.6,0.1,0.08,0.0,-4.1,-2.4,-1.7,,,,,,,,,,ATL
Cheick Diallo,2020,16.5,0.688,17.0,1.3,0.132,0.1,-1.3,-1.1,-0.2,,,,,,,,,,PHO
Cheick Diallo,2022,12.3,0.517,16.1,0.1,0.108,0.0,-7.5,-4.2,-3.3,,,,,,,,,,DET
Cheikh Samb,2008,12.0,0.717,8.9,0.1,0.178,0.0,-2.3,-4.2,1.9,,,,,,,,,,DET
Cheikh Samb,2009,9.2,0.302,17.2,0.0,-0.046,-0.1,-9.5,-5.7,-3.8,,,,,,,,,,LAC
Cherokee Parks,1996,10.9,0.456,14.6,0.9,0.05,-0.4,-3.9,-3.8,-0.2,,,,,,,,,,DAL
Cherokee Parks,1997,12.7,0.535,12.7,2.2,0.112,0.2,-1.1,-2.5,1.4,16.5,0.667,12.4,0.0,0.175,0.0,-2.6,-7.5,5.0,MIN
Cherokee Parks,1998,13.6,0.533,15.4,3.8,0.108,-0.1,-2.3,-2.1,-0.2,0.0,,0.0,0.0,-0.039,0.0,-5.0,-3.3,-1.7,MIN
Cherokee Parks,2001,12.5,0.506,14.7,1.6,0.089,0.1,-1.7,-1.7,0.1,,,,,,,,,,LAC
Cherokee Parks,2002,7.6,0.364,20.0,0.0,-0.005,-0.2,-5.4,-5.5,0.2,1.3,0.277,18.5,-0.1,-0.119,-0.1,-12.5,-9.9,-2.6,SAS
Cherokee Parks,2003,13.3,0.523,13.8,1.2,0.09,0.1,-1.2,-0.4,-0.8,,,,,,,,,,LAC
Cherokee Parks,2004,7.0,0.475,10.5,0.1,0.043,0.0,-2.3,-2.7,0.4,,,,,,,,,,GSW
Chima Moneke,2023,-3.5,0.347,26.2,0.0,-0.288,0.0,-20.7,-12.7,-8.0,,,,,,,,,,SAC
Chimezie Metu,2019,6.4,0.389,24.4,-0.3,-0.099,-0.2,-8.7,-7.3,-1.4,,,,,,,,,,SAS
Chimezie Metu,2020,22.2,0.608,23.7,0.3,0.13,0.1,1.7,1.7,-0.1,,,,,,,,,,SAS
Chimezie Metu,2021,14.5,0.571,20.0,0.6,0.061,-0.2,-3.6,-2.2,-1.3,,,,,,,,,,SAC
Chimezie Metu,2022,13.4,0.546,18.5,1.5,0.056,0.2,-1.5,-1.6,0.1,,,,,,,,,,SAC
Chimezie Metu,2023,17.3,0.639,17.6,2.1,0.143,0.3,-0.1,-0.3,0.2,2.1,0.431,21.9,0.0,-0.161,0.0,-12.7,-7.2,-5.6,SAC
Chinanu Onuaku,2017,12.3,0.799,10.4,0.1,0.123,0.0,-1.5,-2.8,1.4,,,,,,,,,,HOU
Chinanu Onuaku,2018,-3.2,0.4,16.1,-0.1,-0.147,-0.1,-14.7,-13.0,-1.7,38.2,,0.0,0.0,0.578,0.0,21.9,4.7,17.3,HOU
Chris Andersen,2002,13.8,0.417,17.0,0.3,0.058,-0.1,-3.0,-3.3,0.3,,,,,,,,,,DEN
Chris Andersen,2003,14.0,0.44,19.9,1.1,0.059,0.0,-2.0,-2.4,0.4,,,,,,,,,,DEN
Chris Andersen,2004,14.4,0.486,12.7,2.4,0.111,0.6,0.4,-2.2,2.7,13.6,0.333,14.3,0.0,0.033,0.0,-0.6,-1.1,0.5,DEN
Chris Andersen,2009,18.1,0.608,13.4,5.4,0.176,1.5,2.2,-0.3,2.4,18.4,0.661,11.3,1.4,0.203,0.4,3.0,0.5,2.4,DEN
Chris Andersen,2010,15.8,0.631,10.8,5.9,0.166,1.6,1.8,-0.1,1.9,10.2,0.583,10.4,0.1,0.06,0.0,-1.7,-1.1,-0.6,DEN
Chris Andersen,2011,19.0,0.636,13.5,3.2,0.207,0.9,3.0,1.2,1.8,19.1,0.699,12.6,0.3,0.195,0.2,6.4,1.6,4.8,DEN
Chris Andersen,2012,18.9,0.583,14.8,1.9,0.183,0.5,2.3,0.5,1.8,,,,,,,,,,DEN
Chris Andersen,2013,17.4,0.631,14.4,2.7,0.207,0.3,-0.2,-1.0,0.8,24.9,0.815,14.3,1.9,0.309,0.6,5.5,2.8,2.8,MIA
Chris Andersen,2014,18.5,0.683,13.8,6.0,0.205,1.1,1.2,0.6,0.7,17.7,0.624,13.3,1.2,0.175,0.3,1.2,1.0,0.1,MIA
Chris Andersen,2015,16.1,0.622,12.3,3.6,0.151,0.9,1.1,0.0,1.0,,,,,,,,,,MIA
Chris Andersen,2016,17.6,0.553,17.5,0.1,0.165,0.1,4.5,1.2,3.3,,,,,,,,,,MIA
Chris Andersen,2017,11.6,0.497,13.0,0.2,0.102,0.0,-2.5,-4.7,2.2,,,,,,,,,,CLE
Chris Anstey,1998,13.2,0.455,20.5,0.6,0.044,-0.1,-2.8,-3.4,0.6,,,,,,,,,,DAL
Chris Anstey,1999,9.2,0.418,18.2,0.3,0.027,-0.3,-4.4,-4.7,0.3,,,,,,,,,,DAL
Chris Anstey,2000,15.1,0.512,23.1,1.9,0.09,-0.1,-2.3,-2.1,-0.1,,,,,,,,,,CHI
Chris Babb,2014,3.7,0.367,11.1,0.0,-0.008,-0.1,-6.1,-6.0,-0.1,,,,,,,,,,BOS
Chris Bosh,2011,19.4,0.569,23.5,10.3,0.177,2.3,1.3,1.4,-0.2,18.4,0.553,23.0,2.6,0.149,0.6,1.1,1.5,-0.4,MIA
Chris Bosh,2012,18.9,0.551,24.2,6.9,0.165,1.4,0.8,1.0,-0.2,19.7,0.574,20.8,1.7,0.183,0.5,2.5,2.9,-0.4,MIA
Chris Bosh,2013,20.0,0.592,22.7,9.0,0.175,2.1,1.3,1.5,-0.2,16.8,0.524,18.9,2.2,0.14,0.7,1.9,1.1,0.8,MIA
Chris Bosh,2014,19.0,0.597,22.6,8.0,0.152,1.8,0.8,1.3,-0.4,18.2,0.596,19.7,2.0,0.14,0.7,2.1,2.9,-0.8,MIA
Chris Bosh,2015,19.8,0.548,28.4,3.6,0.111,1.3,1.3,2.5,-1.3,,,,,,,,,,MIA
Chris Bosh,2016,20.2,0.571,24.7,6.4,0.172,2.7,4.0,3.6,0.5,,,,,,,,,,MIA
Chris Boucher,2018,-28.5,0.0,43.9,0.0,-0.899,0.0,-33.1,-21.7,-11.4,,,,,,,,,,GSW
Chris Carr,1996,10.5,0.493,21.4,0.3,0.021,-0.5,-5.2,-3.4,-1.8,28.2,0.741,24.8,0.1,0.179,0.1,9.2,6.2,3.0,PHO
Chris Carr,1997,13.3,0.556,18.8,1.7,0.096,0.2,-0.9,-0.6,-0.3,-8.2,0.0,17.0,-0.1,-0.44,0.0,-18.0,-12.3,-5.7,MIN
Chris Carr,1998,11.6,0.509,21.5,1.1,0.046,-0.3,-3.1,-1.3,-1.8,,,,,,,,,,MIN
Chris Carr,1999,13.0,0.472,26.5,0.2,0.032,-0.1,-2.7,0.4,-3.2,,,,,,,,,,BRK
Chris Carr,2000,10.8,0.483,26.0,-0.3,-0.015,-0.5,-3.7,-2.2,-1.5,,,,,,,,,,CHI
Chris Carr,2001,16.3,0.611,23.1,0.9,0.142,0.1,-1.3,0.6,-1.9,,,,,,,,,,BOS
Chris Childs,1995,11.2,0.495,16.7,1.2,0.058,-0.1,-2.2,-1.9,-0.3,,,,,,,,,,BRK
Chris Childs,1996,16.4,0.549,20.7,5.8,0.115,2.2,1.7,1.3,0.4,,,,,,,,,,BRK
Chris Childs,1997,11.2,0.526,16.8,3.9,0.091,0.9,-0.3,-1.4,1.0,14.5,0.535,18.5,0.8,0.117,0.3,2.0,-1.1,3.1,NYK
Chris Childs,1998,11.6,0.524,15.0,3.7,0.11,0.7,-0.2,-1.7,1.5,7.1,0.488,16.6,0.0,-0.005,-0.1,-3.6,-3.4,-0.2,NYK
Chris Childs,1999,11.1,0.544,14.3,2.9,0.106,0.5,-0.5,-1.8,1.3,8.2,0.45,13.4,0.5,0.048,0.0,-1.7,-3.0,1.3,NYK
Chris Childs,2000,8.6,0.491,13.8,2.1,0.061,-0.2,-2.4,-2.9,0.5,10.2,0.528,14.8,0.7,0.098,0.0,-1.8,-3.1,1.3,NYK
Chris Childs,2001,9.1,0.506,12.7,2.0,0.073,0.0,-1.9,-3.1,1.2,,,,,,,,,,NYK
Chris Childs,2003,6.2,0.352,11.6,0.1,0.038,0.0,-2.3,-5.7,3.4,,,,,,,,,,BRK
Chris Chiozza,2019,7.0,0.375,11.8,0.0,0.023,0.0,-1.3,-2.7,1.4,,,,,,,,,,HOU
Chris Chiozza,2022,4.4,0.407,13.4,0.0,-0.004,-0.4,-6.0,-5.7,-0.2,,,,,,,,,,GSW
Chris Clemons,2020,13.1,0.548,23.6,0.4,0.058,0.1,-1.0,0.3,-1.3,22.8,0.595,32.9,0.0,0.121,0.0,11.6,11.0,0.6,HOU
Chris Copeland,2013,16.8,0.583,25.3,2.1,0.117,0.3,-0.5,1.1,-1.6,13.7,0.599,18.1,0.3,0.147,0.1,3.1,3.2,-0.1,NYK
Chris Copeland,2014,17.6,0.621,23.7,1.0,0.186,0.4,4.5,4.2,0.3,10.6,0.563,22.0,0.1,0.055,0.0,-2.3,-1.2,-1.1,IND
Chris Copeland,2015,7.4,0.468,21.3,-0.1,-0.008,-0.4,-3.7,-2.5,-1.2,,,,,,,,,,IND
Chris Copeland,2016,5.4,0.462,17.3,-0.1,-0.017,-0.2,-6.4,-3.3,-3.1,,,,,,,,,,MIL
Chris Crawford,1998,20.4,0.536,28.6,0.9,0.17,0.1,0.3,0.9,-0.7,13.2,1.136,36.2,0.0,-0.026,0.0,-6.8,-13.9,7.1,ATL
Chris Crawford,1999,10.1,0.504,20.0,1.3,0.081,-0.2,-2.9,-2.7,-0.2,14.8,0.496,25.6,0.3,0.125,0.0,-0.5,-0.1,-0.4,ATL
Chris Crawford,2000,11.9,0.476,20.0,0.6,0.043,-0.2,-3.2,-1.9,-1.3,,,,,,,,,,ATL
Chris Crawford,2001,9.5,0.519,18.3,0.6,0.031,-0.6,-4.5,-3.5,-0.9,,,,,,,,,,ATL
Chris Crawford,2002,11.5,0.514,21.3,0.1,0.035,-0.1,-3.6,-3.2,-0.3,,,,,,,,,,ATL
Chris Crawford,2003,28.8,0.726,22.3,0.2,0.316,0.1,7.8,5.0,2.8,,,,,,,,,,ATL
Chris Crawford,2004,15.8,0.544,21.8,2.7,0.107,0.1,-1.5,0.5,-2.0,,,,,,,,,,ATL
Chris Douglas-Roberts,2009,12.2,0.531,18.7,0.6,0.046,-0.1,-2.5,-1.3,-1.2,,,,,,,,,,BRK
Chris Douglas-Roberts,2010,11.5,0.512,19.6,0.7,0.02,-0.5,-3.2,-2.2,-0.9,,,,,,,,,,BRK
Chris Douglas-Roberts,2011,11.5,0.517,18.4,1.6,0.088,0.1,-1.4,-2.5,1.0,,,,,,,,,,MIL
Chris Douglas-Roberts,2013,8.3,0.462,14.0,0.1,0.041,0.0,-3.8,-3.9,0.2,,,,,,,,,,DAL
Chris Douglas-Roberts,2015,3.3,0.387,10.7,0.0,0.02,-0.1,-6.8,-5.6,-1.2,,,,,,,,,,LAC
Chris Duarte,2022,12.3,0.537,21.1,0.9,0.029,-0.1,-2.3,-1.2,-1.1,,,,,,,,,,IND
Chris Duarte,2023,8.6,0.496,19.0,0.0,-0.003,-0.6,-4.5,-2.9,-1.6,,,,,,,,,,IND
Chris Dudley,1995,10.9,0.424,11.4,4.1,0.087,-0.6,-3.0,-3.0,0.1,5.5,0.537,7.4,-0.1,-0.057,-0.1,-5.8,-4.5,-1.3,POR
Chris Dudley,1996,12.2,0.473,11.5,4.7,0.117,0.4,-1.3,-2.7,1.5,7.3,0.448,9.9,0.0,0.019,-0.1,-4.5,-5.4,0.9,POR
Chris Dudley,1997,10.1,0.449,10.6,3.5,0.091,0.0,-1.9,-2.9,1.1,14.7,0.44,9.4,0.2,0.159,0.1,1.7,-1.2,2.9,POR
Chris Dudley,1998,9.5,0.428,12.4,1.5,0.084,-0.2,-2.8,-4.1,1.4,5.7,0.372,11.6,0.1,0.053,-0.1,-7.0,-7.5,0.5,NYK
Chris Dudley,1999,9.6,0.454,10.5,1.5,0.108,0.0,-2.3,-3.4,1.2,8.0,0.427,9.9,0.6,0.101,0.0,-1.6,-4.0,2.3,NYK
Chris Dudley,2000,6.1,0.349,10.0,0.5,0.056,-0.4,-5.2,-5.3,0.2,9.7,0.694,4.6,0.2,0.185,0.0,-0.6,-3.1,2.5,NYK
Chris Dudley,2001,7.2,0.405,8.4,1.0,0.079,-0.3,-4.2,-5.4,1.2,3.0,0.5,9.8,-0.1,-0.097,0.0,-6.4,-6.3,-0.1,PHO
Chris Dudley,2002,7.1,0.424,9.9,0.3,0.042,-0.2,-5.0,-4.9,-0.1,-27.6,0.0,29.4,0.0,-0.738,0.0,-50.2,-45.9,-4.3,POR
Chris Dudley,2003,-1.7,0.0,4.2,0.0,0.0,0.0,-12.7,-8.5,-4.2,,,,,,,,,,POR
Chris Duhon,2005,9.8,0.471,13.1,4.1,0.09,0.7,-0.7,-2.2,1.6,7.3,0.442,14.3,0.0,0.0,-0.1,-4.9,-3.6,-1.3,CHI
Chris Duhon,2006,12.9,0.538,15.0,5.2,0.116,1.5,0.8,0.0,0.8,7.9,0.543,11.3,0.2,0.069,0.0,-2.1,-2.3,0.3,CHI
Chris Duhon,2007,11.9,0.529,14.8,4.8,0.121,1.2,0.5,-0.9,1.3,7.5,0.452,11.4,0.2,0.055,0.0,-1.9,-2.2,0.3,CHI
Chris Duhon,2008,11.1,0.508,13.4,2.3,0.075,0.1,-1.7,-1.5,-0.2,,,,,,,,,,CHI
Chris Duhon,2009,12.2,0.569,14.9,4.2,0.069,0.3,-1.5,-0.2,-1.4,,,,,,,,,,NYK
Chris Duhon,2010,10.7,0.501,13.1,1.9,0.045,-0.3,-2.5,-1.2,-1.3,,,,,,,,,,NYK
Chris Duhon,2011,5.6,0.446,12.0,0.2,0.014,-0.3,-3.8,-3.8,0.0,53.8,0.868,34.2,0.1,0.755,0.0,30.6,25.6,5.0,ORL
Chris Duhon,2012,8.4,0.558,11.2,1.3,0.051,0.1,-1.8,-2.4,0.6,3.5,0.255,10.3,-0.1,-0.095,0.0,-3.5,-7.2,3.7,ORL
Chris Duhon,2013,8.0,0.517,9.2,1.0,0.056,-0.2,-2.9,-2.4,-0.5,5.5,0.5,11.0,-0.1,-0.06,0.0,-4.9,-3.5,-1.4,LAL
Chris Garner,2001,1.0,0.24,13.8,-0.4,-0.123,-0.4,-12.0,-9.8,-2.1,,,,,,,,,,GSW
Chris Gatling,1995,19.5,0.64,21.2,3.9,0.129,0.8,0.1,0.6,-0.5,,,,,,,,,,GSW
Chris Gatling,1996,17.0,0.582,21.5,2.1,0.114,0.0,-2.1,-1.0,-1.1,4.1,0.33,24.2,-0.3,-0.208,-0.1,-9.2,-5.1,-4.1,GSW
Chris Gatling,1997,24.4,0.585,32.1,3.7,0.147,0.9,1.0,2.7,-1.7,,,,,,,,,,DAL
Chris Gatling,1998,16.0,0.496,24.3,2.4,0.084,0.0,-2.0,-1.0,-1.1,20.4,0.531,27.6,0.2,0.104,0.1,1.0,2.7,-1.6,BRK
Chris Gatling,1999,12.6,0.474,22.4,0.5,0.046,-0.3,-4.2,-3.5,-0.7,-14.1,0.0,19.4,-0.1,-0.485,-0.1,-19.9,-16.1,-3.8,MIL
Chris Gatling,2000,17.4,0.525,27.2,2.5,0.115,0.3,-0.9,-0.8,-0.1,,,,,,,,,,ORL
Chris Gatling,2001,15.6,0.505,25.8,2.4,0.068,0.0,-1.9,-0.7,-1.2,,,,,,,,,,CLE
Chris Gatling,2002,13.4,0.501,23.7,1.4,0.081,-0.2,-3.1,-2.5,-0.6,,,,,,,,,,MIA
Chris Herren,2000,8.9,0.498,13.4,0.5,0.041,-0.3,-4.0,-2.4,-1.6,,,,,,,,,,DEN
Chris Herren,2001,6.1,0.41,13.5,0.0,0.001,-0.3,-5.2,-4.0,-1.2,,,,,,,,,,BOS
Chris Hunter,2010,12.2,0.546,15.2,1.3,0.08,-0.4,-4.1,-3.1,-1.0,,,,,,,,,,GSW
Chris Jefferies,2004,7.4,0.511,22.1,0.0,-0.007,-0.2,-5.4,-4.6,-0.8,,,,,,,,,,CHI
Chris Jent,1997,16.0,0.5,27.6,0.0,0.194,0.0,-0.2,3.8,-4.1,,,,,,,,,,NYK
Chris Johnson,2011,10.3,0.521,15.0,0.2,0.069,-0.1,-5.3,-5.9,0.6,16.4,1.064,5.0,0.1,0.222,0.0,5.1,-0.2,5.3,POR
Chris Johnson,2012,11.4,0.566,17.4,0.1,0.077,-0.1,-5.4,-5.8,0.4,,,,,,,,,,POR
Chris Johnson,2013,18.4,0.65,16.2,1.0,0.176,0.3,1.6,-1.2,2.8,,,,,,,,,,MIN
Chris Johnson,2014,10.8,0.537,14.3,1.4,0.085,0.2,-1.2,-1.2,0.0,,,,,,,,,,BOS
Chris Johnson,2015,14.2,0.608,15.8,0.6,0.139,0.1,0.5,-0.7,1.2,,,,,,,,,,UTA
Chris Johnson,2016,8.2,0.482,13.6,1.1,0.059,0.0,-2.0,-3.3,1.3,,,,,,,,,,UTA
Chris Kaman,2004,9.6,0.502,15.7,0.0,0.001,-1.0,-4.2,-3.4,-0.8,,,,,,,,,,LAC
Chris Kaman,2005,13.1,0.522,18.8,2.1,0.061,-0.2,-2.5,-2.1,-0.3,,,,,,,,,,LAC
Chris Kaman,2006,15.0,0.57,17.9,6.1,0.114,0.8,-0.7,-1.3,0.6,12.6,0.619,17.9,0.4,0.06,0.0,-1.3,-2.1,0.7,LAC
Chris Kaman,2007,12.9,0.502,19.0,2.9,0.063,-0.5,-3.0,-3.0,0.0,,,,,,,,,,LAC
Chris Kaman,2008,17.5,0.538,21.7,3.6,0.083,1.2,0.3,-0.9,1.2,,,,,,,,,,LAC
Chris Kaman,2009,14.4,0.552,20.9,0.6,0.03,-0.3,-3.1,-2.8,-0.3,,,,,,,,,,LAC
Chris Kaman,2010,16.5,0.527,27.1,2.4,0.044,-0.3,-2.5,-1.4,-1.1,,,,,,,,,,LAC
Chris Kaman,2011,15.7,0.495,24.4,0.8,0.047,0.1,-1.4,-1.7,0.3,,,,,,,,,,LAC
Chris Kaman,2013,16.3,0.529,25.3,1.6,0.058,-0.1,-2.4,-1.5,-0.8,,,,,,,,,,DAL
Chris Kaman,2014,17.0,0.537,26.7,0.5,0.036,0.1,-1.4,-1.7,0.3,,,,,,,,,,LAL
Chris Kaman,2015,17.3,0.537,22.5,3.3,0.112,0.4,-0.8,-0.8,0.1,11.7,0.533,14.2,0.0,0.056,0.0,-1.7,-0.7,-1.0,POR
Chris Kaman,2016,11.1,0.496,20.4,0.1,0.037,0.0,-3.6,-2.6,-1.0,-1.2,0.389,32.0,-0.2,-0.26,-0.1,-14.1,-13.6,-0.5,POR
Chris King,1999,-1.9,0.228,14.5,-0.1,-0.129,-0.1,-10.3,-12.3,2.0,,,,,,,,,,UTA
Chris McCray,2007,-20.7,0.0,18.8,-0.1,-0.537,-0.1,-27.7,-19.4,-8.4,,,,,,,,,,MIL
Chris Mihm,2001,12.6,0.5,20.4,1.3,0.053,-0.7,-4.2,-2.9,-1.3,,,,,,,,,,CLE
Chris Mihm,2002,10.0,0.47,19.4,0.7,0.019,-2.0,-6.9,-5.0,-1.8,,,,,,,,,,CLE
Chris Mihm,2003,13.2,0.462,20.5,0.9,0.053,-0.6,-5.0,-3.4,-1.6,,,,,,,,,,CLE
Chris Mihm,2004,13.8,0.539,18.0,1.9,0.099,-0.4,-3.5,-2.7,-0.8,11.7,0.379,21.3,0.0,-0.024,0.0,-4.7,-4.2,-0.4,BOS
Chris Mihm,2005,15.7,0.552,18.8,3.6,0.092,-0.2,-2.4,-1.3,-1.1,,,,,,,,,,LAL
Chris Mihm,2006,15.3,0.552,18.7,4.0,0.124,0.0,-1.9,-1.4,-0.5,,,,,,,,,,LAL
Chris Mihm,2008,7.7,0.384,19.6,0.0,-0.004,-0.4,-8.0,-6.2,-1.8,-42.9,0.0,30.7,-0.1,-0.871,0.0,-48.8,-42.5,-6.3,LAL
Chris Mihm,2009,10.0,0.418,22.2,0.1,0.026,-0.1,-6.2,-6.4,0.2,,,,,,,,,,LAL
Chris Mills,1995,11.6,0.52,18.2,5.4,0.091,0.7,-1.1,-1.3,0.2,14.8,0.676,16.5,0.4,0.14,0.2,3.8,1.9,1.9,CLE
Chris Mills,1996,15.2,0.554,19.9,7.8,0.122,1.5,-0.1,0.1,-0.2,6.0,0.344,17.7,-0.1,-0.068,-0.1,-6.0,-4.5,-1.5,CLE
Chris Mills,1997,14.1,0.544,17.5,8.9,0.134,2.5,1.1,0.3,0.8,,,,,,,,,,CLE
Chris Mills,1998,12.7,0.512,18.6,5.1,0.113,0.9,-0.4,-1.0,0.6,11.3,0.546,13.3,0.4,0.112,0.2,1.7,-0.5,2.2,NYK
Chris Mills,1999,13.0,0.488,17.6,3.0,0.104,0.7,0.0,-0.6,0.6,,,,,,,,,,GSW
Chris Mills,2000,16.2,0.489,23.0,1.2,0.09,0.4,0.5,1.5,-1.0,,,,,,,,,,GSW
Chris Mills,2001,9.6,0.435,19.4,0.1,0.007,-0.3,-4.4,-2.8,-1.6,,,,,,,,,,GSW
Chris Mills,2002,12.3,0.516,18.0,1.9,0.074,0.1,-1.5,-0.3,-1.2,,,,,,,,,,GSW
Chris Mills,2003,12.7,0.443,20.1,0.3,0.059,0.0,-2.1,-0.4,-1.8,,,,,,,,,,GSW
Chris Morris,1995,15.5,0.504,21.8,4.0,0.09,1.8,1.4,1.4,0.0,,,,,,,,,,BRK
Chris Morris,1996,15.8,0.522,23.6,3.3,0.112,1.0,0.8,1.3,-0.5,15.0,0.495,19.1,0.8,0.126,0.4,2.5,1.2,1.4,UTA
Chris Morris,1997,9.7,0.486,17.5,1.2,0.059,-0.2,-2.6,-2.6,-0.1,11.8,0.504,17.1,0.3,0.079,0.2,1.4,-0.3,1.7,UTA
Chris Morris,1998,14.7,0.498,23.0,1.0,0.092,0.1,-1.2,-0.8,-0.4,10.2,0.495,17.5,0.5,0.097,0.1,0.2,-1.1,1.3,UTA
Chris Morris,1999,15.3,0.544,16.4,1.6,0.142,0.3,0.1,0.9,-0.8,19.9,0.868,13.3,0.0,0.038,0.0,5.9,7.2,-1.3,PHO
Chris Mullin,1995,17.7,0.602,23.2,1.7,0.093,0.9,2.1,2.3,-0.2,,,,,,,,,,GSW
Chris Mullin,1996,16.7,0.602,19.7,4.0,0.117,1.7,2.1,1.9,0.2,,,,,,,,,,GSW
Chris Mullin,1997,17.6,0.645,17.6,7.1,0.124,3.3,2.8,2.4,0.4,,,,,,,,,,GSW
