Player,season_start,REG_PER,REG_TS%,REG_USG%,REG_WS,REG_WS/48,REG_VORP,REG_BPM,REG_OBPM,REG_DBPM,POF_PER,POF_TS%,POF_USG%,POF_WS,POF_WS/48,POF_VORP,POF_BPM,POF_OBPM,POF_DBPM,team
Robert Parish,1995,10.1,0.467,16.5,1.4,0.051,-0.6,-3.7,-3.5,-0.2,9.2,0.53,9.5,0.1,0.059,0.0,-1.5,-1.3,-0.2,CHO
Robert Parish,1996,13.0,0.533,13.4,1.7,0.074,0.2,-1.1,-1.0,-0.1,,,,,,,,,,CHO
Robert Parish,1997,14.3,0.514,20.3,0.9,0.101,-0.1,-2.7,-2.0,-0.7,2.6,0.143,18.2,0.0,-0.1,0.0,-9.5,-7.4,-2.1,CHI
Robert Sacre,2013,3.4,0.407,13.8,-0.1,-0.024,-0.4,-8.8,-8.0,-0.7,10.7,0.0,11.7,0.0,-0.096,0.0,2.4,-3.6,6.0,LAL
Robert Sacre,2014,12.1,0.513,15.5,1.4,0.061,-0.4,-3.6,-3.0,-0.5,,,,,,,,,,LAL
Robert Sacre,2015,10.9,0.449,14.8,0.8,0.035,-0.4,-3.5,-2.9,-0.6,,,,,,,,,,LAL
Robert Sacre,2016,10.4,0.474,14.3,0.3,0.04,-0.2,-4.6,-3.3,-1.3,,,,,,,,,,LAL
Robert Swift,2005,5.2,0.501,12.2,0.0,0.004,-0.1,-5.7,-7.6,1.9,,,,,,,,,,OKC
Robert Swift,2006,12.7,0.536,15.0,1.1,0.052,-0.5,-3.9,-2.4,-1.5,,,,,,,,,,OKC
Robert Swift,2008,2.9,0.391,12.3,-0.2,-0.074,-0.1,-6.5,-8.1,1.6,,,,,,,,,,OKC
Robert Traylor,1999,17.0,0.548,16.9,2.5,0.152,0.6,0.9,-0.8,1.7,18.8,0.743,15.6,0.1,0.115,0.0,0.3,-3.0,3.3,MIL
Robert Traylor,2000,15.8,0.517,17.8,1.0,0.112,0.1,-1.5,-1.8,0.3,14.5,0.0,11.5,0.0,0.093,0.0,1.9,-6.7,8.7,MIL
Robert Traylor,2001,14.1,0.521,18.0,1.9,0.074,0.1,-1.6,-2.6,1.1,,,,,,,,,,CLE
Robert Traylor,2002,13.0,0.473,19.3,1.2,0.085,-0.2,-3.0,-4.0,0.9,6.9,0.398,19.2,0.0,0.001,-0.1,-7.3,-7.0,-0.3,CHO
Robert Traylor,2005,12.0,0.461,17.6,1.8,0.066,-0.3,-3.0,-3.4,0.4,,,,,,,,,,CLE
Robert Werdann,1996,13.6,0.517,20.5,0.2,0.084,0.0,-2.3,-3.7,1.4,,,,,,,,,,BRK
Robert Werdann,1997,8.7,0.541,14.2,0.0,0.077,0.0,-7.9,-7.7,-0.2,,,,,,,,,,BRK
Robert Whaley,2006,7.6,0.411,16.1,0.0,0.004,-0.2,-5.1,-5.6,0.5,,,,,,,,,,UTA
Robert Williams,2019,18.8,0.703,10.3,1.2,0.201,0.3,1.8,-1.7,3.4,17.2,0.694,9.7,0.1,0.258,0.0,2.6,2.5,0.1,BOS
Robert Williams,2020,23.1,0.728,13.6,2.0,0.253,0.7,5.1,0.8,4.3,19.8,0.713,12.2,0.7,0.221,0.2,3.3,1.7,1.6,BOS
Robert Williams,2021,25.7,0.719,15.0,5.3,0.258,2.0,6.0,2.9,3.1,27.2,0.638,14.6,0.2,0.18,0.1,7.9,3.1,4.8,BOS
Robert Williams,2022,22.1,0.745,11.5,9.9,0.262,3.4,5.5,2.4,3.1,21.7,0.725,11.5,2.1,0.254,0.8,5.9,2.2,3.8,BOS
Robert Williams,2023,19.8,0.742,11.8,3.8,0.224,1.1,3.3,1.0,2.4,19.6,0.786,12.3,1.8,0.208,0.6,3.4,0.6,2.7,BOS
Robert Woodard II,2021,12.5,0.425,23.4,0.0,-0.011,0.0,-5.3,-2.7,-2.6,,,,,,,,,,SAC
Robert Woodard II,2022,2.1,0.207,18.3,-0.1,-0.147,-0.1,-10.4,-6.8,-3.6,,,,,,,,,,SAC
Robin Lopez,2009,11.6,0.566,14.0,1.1,0.083,-0.2,-3.4,-3.1,-0.3,,,,,,,,,,PHO
Robin Lopez,2010,17.6,0.621,17.3,3.2,0.158,0.4,-0.6,0.3,-0.9,18.3,0.603,18.5,0.3,0.16,0.0,-2.5,1.2,-3.7,PHO
Robin Lopez,2011,13.9,0.539,20.4,1.5,0.074,-0.5,-4.1,-3.1,-1.0,,,,,,,,,,PHO
Robin Lopez,2012,15.2,0.526,18.9,2.1,0.115,0.0,-2.2,-2.2,0.0,,,,,,,,,,PHO
Robin Lopez,2014,17.7,0.605,14.0,9.5,0.176,2.1,1.2,1.2,-0.1,15.3,0.53,13.7,0.8,0.103,0.2,0.6,0.8,-0.2,POR
Robin Lopez,2015,16.2,0.574,15.5,5.1,0.15,0.9,0.1,0.1,0.1,11.6,0.702,9.2,0.3,0.11,0.0,-0.6,-1.4,0.8,POR
Robin Lopez,2016,17.6,0.574,17.7,5.8,0.126,1.0,-0.2,0.4,-0.5,,,,,,,,,,NYK
Robin Lopez,2017,14.4,0.511,17.5,4.3,0.09,-0.1,-2.2,-1.4,-0.8,23.4,0.684,17.7,0.7,0.195,0.2,2.6,3.0,-0.4,CHI
Robin Lopez,2018,14.7,0.552,20.4,1.9,0.055,-0.1,-2.2,-0.9,-1.3,,,,,,,,,,CHI
Robin Lopez,2019,15.9,0.598,18.6,2.7,0.081,0.0,-1.9,-0.6,-1.4,,,,,,,,,,CHI
Robin Lopez,2020,10.2,0.554,16.6,1.5,0.077,-0.2,-2.6,-3.0,0.4,10.0,0.75,8.2,0.1,0.118,0.0,-1.2,-2.3,1.1,MIL
Robin Lopez,2022,13.7,0.57,18.9,0.8,0.064,-0.3,-3.8,-2.4,-1.4,,,,,,,,,,ORL
Robin Lopez,2023,11.6,0.675,16.1,0.6,0.094,-0.1,-3.0,-3.4,0.3,46.9,1.031,38.1,0.1,0.443,0.0,16.4,10.8,5.6,CLE
Rod Higgins,1995,6.1,0.363,13.6,0.0,0.003,0.0,-5.3,-4.8,-0.6,,,,,,,,,,GSW
Rod Strickland,1995,21.6,0.544,24.6,8.5,0.179,4.2,5.3,4.0,1.3,19.5,0.48,30.1,0.0,-0.002,0.1,1.8,3.2,-1.4,POR
Rod Strickland,1996,19.1,0.519,25.4,7.1,0.136,3.2,3.1,2.9,0.3,21.8,0.516,25.6,0.6,0.133,0.4,6.5,5.7,0.8,POR
Rod Strickland,1997,19.7,0.533,23.9,8.8,0.141,3.6,2.7,2.8,0.0,17.6,0.489,26.8,0.2,0.059,0.1,1.1,2.5,-1.4,WAS
Rod Strickland,2001,12.2,0.443,17.7,0.4,0.053,0.0,-1.8,-0.8,-1.1,20.8,0.463,23.7,0.0,0.093,0.0,5.1,1.8,3.3,POR
Rod Strickland,2002,15.6,0.495,20.0,4.9,0.103,1.6,0.7,0.5,0.2,,,,,,,,,,MIA
Rod Strickland,2003,15.4,0.492,19.0,1.7,0.084,0.6,0.5,0.2,0.3,18.0,0.592,19.6,0.1,0.075,0.1,2.7,1.5,1.2,MIN
Rod Strickland,2004,15.8,0.514,18.3,1.2,0.062,0.1,-1.5,0.5,-2.0,,,,,,,,,,ORL
Rod Strickland,2005,4.6,0.295,15.2,-0.2,-0.051,-0.2,-5.3,-5.3,0.0,,,,,,,,,,HOU
Rodions Kurucs,2021,0.8,0.297,17.5,-0.3,-0.176,-0.1,-8.6,-10.1,1.5,,,,,,,,,,HOU
Rodney Buford,2000,11.2,0.457,20.5,0.6,0.072,-0.1,-3.0,-2.5,-0.5,23.7,0.619,27.4,0.1,0.305,0.0,6.3,3.9,2.5,MIA
Rodney Buford,2001,11.3,0.489,22.3,0.8,0.071,-0.1,-2.9,-2.5,-0.5,7.4,0.422,18.4,0.0,0.016,0.0,-4.2,-4.6,0.5,PHI
Rodney Buford,2004,6.2,0.35,20.1,-0.2,-0.063,-0.2,-7.2,-5.2,-2.0,16.6,0.466,18.0,0.1,0.125,0.1,5.4,1.1,4.3,SAC
Rodney Buford,2005,9.5,0.437,19.4,0.8,0.03,-0.5,-3.5,-2.9,-0.6,0.0,,0.0,0.0,-0.026,0.0,-5.3,-3.1,-2.2,BRK
Rodney Carney,2007,11.4,0.514,18.7,1.3,0.055,-0.1,-2.2,-1.8,-0.4,,,,,,,,,,PHI
Rodney Carney,2008,12.1,0.478,20.0,1.6,0.075,0.1,-1.7,-1.4,-0.3,15.9,0.471,17.7,0.3,0.143,0.2,6.3,2.5,3.8,PHI
Rodney Carney,2009,12.1,0.532,18.6,1.5,0.059,0.3,-0.8,-0.4,-0.4,,,,,,,,,,MIN
Rodney Carney,2010,12.7,0.515,17.6,1.5,0.082,0.2,-1.3,-0.6,-0.7,,,,,,,,,,PHI
Rodney Carney,2011,10.7,0.526,18.0,0.3,0.038,-0.1,-2.8,-1.5,-1.3,,,,,,,,,,GSW
Rodney Hood,2015,12.3,0.529,19.6,2.2,0.098,0.3,-0.7,-1.0,0.3,,,,,,,,,,UTA
Rodney Hood,2016,14.1,0.542,21.5,6.0,0.112,1.7,0.7,0.7,0.0,,,,,,,,,,UTA
Rodney Hood,2017,12.4,0.522,22.9,2.6,0.078,0.4,-0.9,-0.6,-0.3,4.7,0.434,21.1,-0.4,-0.069,-0.3,-6.1,-4.4,-1.7,UTA
Rodney Hood,2018,15.1,0.551,27.3,1.9,0.085,0.7,0.5,1.6,-1.0,8.4,0.468,19.6,0.0,-0.007,-0.1,-3.8,-3.2,-0.6,UTA
Rodney Hood,2019,13.0,0.542,19.1,1.5,0.059,0.0,-2.1,-1.0,-1.1,14.0,0.606,16.0,0.9,0.117,0.2,0.8,0.5,0.2,CLE
Rodney Hood,2020,12.2,0.625,13.9,1.1,0.084,0.2,-0.9,-0.4,-0.5,,,,,,,,,,POR
Rodney Hood,2021,5.0,0.436,14.1,-0.5,-0.034,-0.9,-6.8,-5.3,-1.5,,,,,,,,,,POR
Rodney Hood,2022,6.7,0.47,10.6,0.5,0.042,-0.2,-3.5,-3.2,-0.2,,,,,,,,,,MIL
Rodney McGruder,2017,9.1,0.506,12.3,2.9,0.072,0.0,-1.9,-1.8,-0.1,,,,,,,,,,MIA
Rodney McGruder,2018,12.0,0.595,12.1,0.8,0.125,0.1,-1.4,-1.0,-0.3,-2.9,0.25,10.8,0.0,-0.109,0.0,-13.5,-11.4,-2.0,MIA
Rodney McGruder,2019,9.4,0.51,15.4,1.9,0.059,-0.1,-2.3,-2.2,-0.1,,,,,,,,,,MIA
Rodney McGruder,2020,6.7,0.477,10.6,1.0,0.055,-0.2,-3.0,-3.7,0.8,25.8,0.8,13.7,0.1,0.304,0.1,11.8,9.3,2.5,LAC
Rodney McGruder,2021,16.1,0.619,18.1,0.5,0.121,0.1,0.7,0.7,0.0,,,,,,,,,,DET
Rodney McGruder,2022,11.6,0.577,14.8,1.2,0.075,0.1,-1.4,-0.7,-0.7,,,,,,,,,,DET
Rodney McGruder,2023,10.7,0.566,14.0,0.7,0.068,0.1,-1.5,-0.8,-0.7,,,,,,,,,,DET
Rodney Purvis,2018,4.5,0.423,18.7,-0.3,-0.056,-0.5,-8.2,-6.1,-2.1,,,,,,,,,,ORL
Rodney Rogers,1995,15.2,0.55,22.4,3.9,0.088,1.1,-0.1,-0.3,0.3,11.5,0.547,16.9,0.0,0.0,0.0,0.3,-1.2,1.5,DEN
Rodney Rogers,1996,13.5,0.537,19.8,2.3,0.058,0.5,-1.1,-0.6,-0.5,,,,,,,,,,LAC
Rodney Rogers,1997,14.2,0.53,22.2,2.9,0.056,0.8,-0.7,-0.5,-0.2,10.9,0.492,22.4,-0.1,-0.064,0.0,-2.0,-2.0,-0.1,LAC
Rodney Rogers,1998,15.8,0.532,22.6,3.3,0.063,0.7,-0.9,0.6,-1.5,,,,,,,,,,LAC
Rodney Rogers,1999,14.7,0.51,19.1,1.2,0.062,0.3,-0.6,-0.5,-0.1,,,,,,,,,,LAC
Rodney Rogers,2000,17.1,0.57,22.2,7.4,0.154,2.7,2.6,1.5,1.1,16.9,0.494,24.4,0.6,0.118,0.4,3.6,1.9,1.7,PHO
Rodney Rogers,2001,14.6,0.507,23.3,4.7,0.104,1.4,0.6,-0.7,1.3,4.8,0.379,26.4,-0.1,-0.077,-0.1,-6.4,-5.7,-0.6,PHO
Rodney Rogers,2002,17.8,0.545,23.0,3.7,0.142,1.2,1.7,1.6,0.1,17.3,0.575,17.3,1.5,0.186,0.6,3.9,2.2,1.6,PHO
Rodney Rogers,2003,11.7,0.483,20.3,2.3,0.086,0.3,-1.1,-2.4,1.3,10.1,0.486,21.1,0.5,0.072,0.1,-1.2,-1.4,0.2,BRK
Rodney Rogers,2004,14.2,0.492,21.5,3.1,0.104,0.6,-0.3,-1.0,0.7,7.4,0.415,20.2,0.1,0.026,-0.1,-3.6,-3.8,0.2,BRK
Rodney Rogers,2005,12.2,0.488,17.6,0.9,0.09,0.1,-1.5,-1.9,0.5,13.6,0.622,16.8,0.1,0.108,0.0,0.7,1.0,-0.2,PHI
Rodney Stuckey,2008,13.8,0.484,23.1,2.0,0.09,0.3,-1.1,-2.1,1.1,14.5,0.491,21.2,0.8,0.095,0.3,1.2,0.1,1.2,DET
Rodney Stuckey,2009,14.8,0.508,23.0,3.8,0.073,0.9,-0.5,-0.5,-0.1,13.5,0.447,29.0,-0.1,-0.037,0.1,0.5,1.9,-1.4,DET
Rodney Stuckey,2010,15.6,0.479,26.4,2.7,0.052,1.0,-0.4,0.0,-0.4,,,,,,,,,,DET
Rodney Stuckey,2011,18.4,0.544,24.5,5.0,0.111,1.2,0.2,1.5,-1.4,,,,,,,,,,DET
Rodney Stuckey,2012,17.6,0.55,23.7,4.5,0.131,1.1,0.6,1.7,-1.0,,,,,,,,,,DET
Rodney Stuckey,2013,13.0,0.505,21.0,2.5,0.055,0.1,-1.8,-0.6,-1.3,,,,,,,,,,DET
Rodney Stuckey,2014,14.0,0.516,24.3,2.2,0.053,-0.4,-2.9,-1.2,-1.7,,,,,,,,,,DET
Rodney Stuckey,2015,15.4,0.528,23.4,4.0,0.103,1.1,0.3,0.1,0.2,,,,,,,,,,IND
Rodney Stuckey,2016,12.6,0.504,20.3,2.0,0.077,0.2,-1.4,-1.8,0.4,11.1,0.468,20.4,0.1,0.047,0.0,-0.8,-1.4,0.6,IND
Rodney Stuckey,2017,9.5,0.483,22.2,-0.1,-0.006,-0.4,-4.4,-3.2,-1.2,,,,,,,,,,IND
Rodney White,2002,11.0,0.423,29.3,-0.2,-0.056,-0.1,-4.5,-4.7,0.2,-50.4,0.0,49.0,-0.1,-1.362,0.0,-39.0,-27.5,-11.5,DET
Rodney White,2003,9.8,0.469,24.2,-0.4,-0.011,-0.7,-3.7,-3.1,-0.6,,,,,,,,,,DEN
Rodney White,2004,16.4,0.527,26.4,1.8,0.087,0.4,-0.3,0.6,-0.9,-0.5,0.267,28.8,-0.1,-0.232,-0.1,-12.4,-9.5,-3.0,DEN
Rodney White,2005,14.0,0.488,22.6,0.7,0.068,0.4,0.9,-0.4,1.4,,,,,,,,,,DEN
Rodrick Rhodes,1998,7.7,0.439,20.4,-0.9,-0.04,-0.9,-5.4,-5.1,-0.4,30.8,0.63,38.9,0.0,0.125,0.0,15.2,6.2,9.0,HOU
Rodrick Rhodes,1999,0.4,0.423,22.3,-0.1,-0.143,-0.1,-11.4,-7.9,-3.5,,,,,,,,,,HOU
Rodrick Rhodes,2000,-9.2,0.0,27.6,-0.1,-0.553,0.0,-14.9,-15.6,0.7,,,,,,,,,,DAL
Rodrigue Beaubois,2010,18.5,0.617,24.7,2.0,0.134,0.6,1.5,1.3,0.2,17.4,0.517,35.2,0.0,0.042,0.0,2.8,3.8,-1.1,DAL
Rodrigue Beaubois,2011,11.4,0.5,26.7,0.2,0.022,-0.1,-2.7,-3.2,0.5,,,,,,,,,,DAL
Rodrigue Beaubois,2012,15.3,0.496,22.0,2.2,0.092,1.0,1.3,-0.4,1.7,-5.8,0.0,11.5,-0.1,-0.265,0.0,-12.0,-9.2,-2.7,DAL
Rodrigue Beaubois,2013,10.6,0.47,18.7,0.4,0.032,-0.1,-2.6,-2.3,-0.3,,,,,,,,,,DAL
Roger Mason,2003,7.4,0.471,14.5,0.1,0.038,-0.1,-4.3,-3.5,-0.8,,,,,,,,,,CHI
Roger Mason,2004,-5.5,0.136,13.5,-0.2,-0.196,-0.1,-12.5,-11.0,-1.6,,,,,,,,,,CHI
Roger Mason,2009,11.9,0.554,18.9,4.7,0.091,0.7,-0.9,-0.7,-0.2,7.9,0.495,17.2,0.0,-0.006,0.0,-3.0,-2.0,-1.0,SAS
Roger Mason,2010,9.7,0.49,17.2,1.9,0.062,0.3,-1.2,-1.4,0.1,-7.4,0.125,10.7,-0.2,-0.176,-0.2,-12.2,-10.8,-1.4,SAS
Roger Mason,2011,7.1,0.461,12.2,0.2,0.029,-0.1,-3.6,-2.4,-1.2,10.4,0.528,15.2,0.1,0.084,0.0,-0.5,0.6,-1.2,NYK
Roger Mason,2014,8.2,0.528,14.5,0.3,0.055,0.0,-2.7,-1.9,-0.8,,,,,,,,,,MIA
Roger Powell,2007,-8.3,0.258,23.7,-0.1,-0.327,-0.1,-18.9,-11.0,-7.9,,,,,,,,,,UTA
Roko Ukić,2010,12.2,0.574,19.1,0.2,0.101,0.0,-1.8,-1.1,-0.7,,,,,,,,,,MIL
Romeo Langford,2020,5.4,0.434,11.8,0.2,0.025,-0.3,-4.9,-4.7,-0.3,2.7,0.46,12.5,0.0,-0.009,0.0,-4.2,-4.8,0.6,BOS
Romeo Langford,2021,5.1,0.436,11.3,0.0,0.003,-0.2,-4.6,-4.9,0.2,11.7,0.533,13.5,0.0,0.016,0.1,-0.1,0.7,-0.8,BOS
Romeo Langford,2022,9.3,0.52,13.0,1.3,0.084,0.2,-1.2,-2.3,1.1,,,,,,,,,,BOS
Romeo Langford,2023,10.4,0.524,15.4,0.5,0.029,-0.5,-4.2,-2.6,-1.5,,,,,,,,,,SAS
Ron Baker,2017,7.5,0.456,14.8,-0.1,-0.008,-0.6,-4.7,-4.5,-0.3,,,,,,,,,,NYK
Ron Baker,2018,9.3,0.504,10.0,0.5,0.059,0.2,-0.4,-2.8,2.4,,,,,,,,,,NYK
Ron Baker,2019,4.4,0.376,8.6,0.0,0.002,-0.1,-6.6,-7.7,1.1,,,,,,,,,,NYK
Ron Grandison,1995,18.3,0.25,22.9,0.0,0.151,0.0,-1.3,-0.2,-1.0,,,,,,,,,,NYK
Ron Grandison,1996,6.2,0.454,11.3,0.2,0.049,0.0,-3.0,-3.6,0.6,-18.5,0.0,16.4,0.0,-0.383,0.0,-26.5,-20.9,-5.6,MIA
Ron Harper,1995,12.2,0.483,18.8,2.4,0.073,0.6,-0.5,-2.1,1.6,13.2,0.429,17.4,0.1,0.084,0.0,0.2,-3.1,3.3,CHI
Ron Harper,1996,14.4,0.528,14.9,6.3,0.161,2.2,2.6,0.0,2.6,14.8,0.518,15.7,1.8,0.174,0.8,4.2,1.2,3.0,CHI
Ron Harper,1997,13.6,0.543,12.6,5.7,0.157,2.1,2.7,0.3,2.4,15.7,0.517,13.4,2.0,0.183,1.0,5.8,2.0,3.8,CHI
Ron Harper,1998,14.7,0.503,16.7,7.2,0.151,2.3,1.9,-0.2,2.1,13.3,0.507,13.3,1.5,0.126,0.6,2.3,-0.1,2.4,CHI
Ron Harper,1999,14.7,0.451,21.2,1.2,0.053,1.0,1.4,0.1,1.3,,,,,,,,,,CHI
Ron Harper,2000,12.0,0.468,15.6,4.0,0.093,1.3,0.6,-1.2,1.9,13.6,0.491,16.2,1.1,0.08,0.5,1.3,-0.1,1.4,LAL
Ron Harper,2001,12.5,0.525,13.9,1.8,0.077,0.6,0.2,-0.2,0.4,18.7,0.574,13.0,0.2,0.24,0.1,7.7,2.0,5.7,LAL
Ron Mercer,1998,14.1,0.491,22.3,4.0,0.073,0.4,-1.4,-0.7,-0.7,,,,,,,,,,BOS
Ron Mercer,1999,13.5,0.463,24.2,1.3,0.039,-0.1,-2.3,-1.5,-0.8,,,,,,,,,,BOS
Ron Mercer,2000,13.4,0.5,23.7,1.2,0.04,-0.2,-2.6,-0.8,-1.8,,,,,,,,,,DEN
Ron Mercer,2001,14.8,0.492,24.8,1.8,0.035,0.1,-1.9,0.3,-2.2,,,,,,,,,,CHI
Ron Mercer,2002,10.8,0.44,25.8,-1.1,-0.035,-0.9,-4.3,-2.0,-2.3,9.5,0.516,16.7,0.2,0.076,0.0,-1.9,-1.9,-0.1,CHI
Ron Mercer,2003,9.3,0.439,18.6,1.3,0.037,-0.6,-3.6,-3.3,-0.3,6.1,0.371,19.6,-0.2,-0.055,-0.1,-5.2,-5.1,-0.1,IND
Ron Mercer,2004,9.3,0.446,21.9,0.4,0.04,-0.2,-3.6,-3.9,0.3,,,,,,,,,,SAS
Ron Mercer,2005,9.4,0.422,21.2,-0.1,-0.007,-0.2,-4.0,-3.8,-0.3,,,,,,,,,,BRK
Ronald Dupree,2004,9.7,0.445,19.0,0.5,0.028,-0.5,-4.3,-4.1,-0.1,,,,,,,,,,CHI
Ronald Dupree,2005,11.8,0.515,16.9,1.0,0.104,0.0,-1.8,-2.7,0.9,-1.1,0.286,10.1,0.0,-0.023,-0.1,-10.4,-8.7,-1.7,DET
Ronald Dupree,2006,10.4,0.494,17.0,0.3,0.056,-0.1,-3.8,-4.1,0.2,,,,,,,,,,MIN
Ronald Dupree,2007,7.4,0.358,19.2,0.0,-0.007,-0.1,-4.9,-5.5,0.7,,,,,,,,,,DET
Ronald Dupree,2008,17.5,0.515,9.3,0.1,0.183,0.0,5.4,1.2,4.2,,,,,,,,,,OKC
Ronald Murray,2003,10.7,0.39,37.1,-0.1,-0.165,0.0,-6.4,-4.8,-1.7,,,,,,,,,,MIL
Ronald Murray,2004,15.4,0.497,26.7,1.7,0.04,0.4,-1.2,0.1,-1.4,,,,,,,,,,OKC
Ronald Murray,2005,9.9,0.433,23.8,-0.3,-0.016,-0.5,-4.1,-2.7,-1.4,0.9,0.272,18.0,-0.2,-0.129,-0.1,-7.2,-4.2,-3.0,OKC
Ronald Murray,2006,11.2,0.463,24.4,-0.7,-0.029,-0.8,-4.9,-1.6,-3.3,7.8,0.416,16.2,0.2,0.025,-0.1,-3.2,-2.9,-0.3,OKC
Ronald Murray,2007,10.8,0.474,18.7,1.3,0.042,-0.1,-2.4,-2.3,-0.2,6.2,0.419,15.5,0.0,0.002,-0.1,-4.1,-3.7,-0.3,DET
Ronald Murray,2008,13.1,0.498,25.3,0.2,0.016,-0.1,-3.0,-1.7,-1.3,,,,,,,,,,IND
Ronald Murray,2009,14.7,0.543,24.3,3.1,0.076,0.8,-0.5,-0.6,0.1,12.4,0.467,22.4,0.2,0.024,0.2,0.1,0.3,-0.2,ATL
Ronald Murray,2010,12.1,0.487,21.5,0.9,0.065,-0.1,-2.5,-1.7,-0.9,17.1,0.518,19.3,0.2,0.102,0.1,3.5,3.2,0.2,CHI
Rondae Hollis-Jefferson,2021,14.4,0.539,10.9,0.3,0.147,0.1,0.1,-1.1,1.2,15.1,0.791,7.9,0.1,0.159,0.0,-0.2,0.1,-0.3,POR
Ronnie Brewer,2007,15.2,0.566,16.8,1.7,0.124,0.6,1.2,0.2,1.0,17.1,0.604,19.4,0.1,0.138,0.0,0.8,1.1,-0.3,UTA
Ronnie Brewer,2008,18.4,0.612,17.5,7.8,0.178,3.1,3.8,2.2,1.6,17.2,0.56,16.8,1.0,0.154,0.5,4.0,2.1,2.0,UTA
Ronnie Brewer,2009,16.1,0.565,18.8,6.8,0.126,2.3,1.5,0.5,1.0,9.3,0.455,18.7,-0.1,-0.035,0.0,-3.2,-2.9,-0.3,UTA
Ronnie Brewer,2010,12.8,0.53,14.1,3.8,0.108,1.4,1.3,-0.6,1.9,,,,,,,,,,UTA
Ronnie Brewer,2011,13.8,0.518,13.9,5.4,0.147,2.0,2.4,-1.3,3.7,13.7,0.557,10.9,0.9,0.162,0.4,3.6,-0.5,4.1,CHI
Ronnie Brewer,2012,12.3,0.465,15.3,3.9,0.113,1.1,0.7,-1.5,2.2,4.2,0.231,13.1,-0.1,-0.056,0.0,-3.5,-5.7,2.2,CHI
Ronnie Brewer,2013,10.2,0.432,13.6,0.8,0.057,0.2,-0.8,-1.6,0.8,,,,,,,,,,NYK
Ronnie Brewer,2014,3.5,0.22,5.0,0.0,0.004,0.0,-2.3,-3.8,1.5,,,,,,,,,,HOU
Ronnie Price,2006,10.5,0.474,22.4,0.1,0.021,0.0,-3.2,-2.5,-0.7,-12.5,0.0,15.7,-0.1,-0.369,0.0,-18.1,-11.7,-6.5,SAC
Ronnie Price,2007,10.5,0.489,18.3,0.4,0.035,0.0,-1.8,-2.4,0.6,,,,,,,,,,SAC
Ronnie Price,2008,12.3,0.516,19.1,1.1,0.094,0.2,-0.7,-1.8,1.1,15.7,0.449,28.5,0.1,0.042,0.1,3.8,1.0,2.8,UTA
Ronnie Price,2009,8.5,0.465,17.2,0.1,0.009,-0.3,-3.5,-3.9,0.4,20.7,0.368,30.0,0.0,0.117,0.0,4.7,3.3,1.5,UTA
Ronnie Price,2010,10.3,0.476,18.0,0.9,0.056,0.1,-1.3,-2.5,1.2,7.4,0.363,14.7,0.0,0.005,0.0,-3.6,-4.3,0.7,UTA
Ronnie Price,2011,5.5,0.434,18.0,-0.7,-0.048,-0.8,-6.3,-6.2,-0.1,,,,,,,,,,UTA
Ronnie Price,2012,8.4,0.465,16.4,0.1,0.008,-0.2,-3.1,-4.7,1.5,,,,,,,,,,PHO
Ronnie Price,2013,6.8,0.402,14.8,-0.2,-0.017,-0.4,-4.9,-5.4,0.5,,,,,,,,,,POR
Ronnie Price,2014,7.6,0.379,15.0,-0.1,-0.007,-0.2,-4.3,-5.6,1.2,,,,,,,,,,ORL
Ronnie Price,2015,10.2,0.455,13.4,0.7,0.036,-0.1,-2.6,-3.5,0.9,,,,,,,,,,LAL
Ronnie Price,2016,9.6,0.517,13.7,1.4,0.056,0.1,-1.8,-3.2,1.4,,,,,,,,,,PHO
Ronnie Price,2017,5.9,0.272,9.0,0.0,0.002,0.0,-3.4,-5.7,2.3,,,,,,,,,,PHO
Ronny Turiaf,2006,12.2,0.537,13.8,0.4,0.115,0.0,-2.7,-3.8,1.1,18.8,0.72,17.6,0.1,0.175,0.0,-2.8,-0.7,-2.1,LAL
Ronny Turiaf,2007,15.5,0.586,15.7,3.1,0.137,0.4,-0.7,-1.7,1.0,14.8,0.462,17.5,0.1,0.087,0.0,-2.1,-0.7,-1.4,LAL
Ronny Turiaf,2008,15.0,0.539,16.7,4.2,0.137,1.0,0.7,-1.2,1.9,5.3,0.437,12.9,0.0,-0.001,-0.1,-3.7,-5.5,1.8,LAL
Ronny Turiaf,2009,14.5,0.559,12.4,3.6,0.101,1.4,1.2,-1.1,2.3,,,,,,,,,,GSW
Ronny Turiaf,2010,12.6,0.574,11.3,1.4,0.078,0.5,0.1,-1.5,1.7,,,,,,,,,,GSW
Ronny Turiaf,2011,13.6,0.648,9.6,3.2,0.134,1.0,1.4,-0.8,2.2,17.2,0.701,11.4,0.2,0.151,0.1,4.9,2.2,2.7,NYK
Ronny Turiaf,2012,12.6,0.567,10.0,0.7,0.158,0.1,-0.6,-2.3,1.7,8.4,0.504,11.4,0.2,0.075,0.0,-2.7,-4.1,1.4,MIA
Ronny Turiaf,2013,9.4,0.485,10.0,1.1,0.075,0.1,-1.7,-3.2,1.5,11.0,0.68,11.3,0.1,0.081,0.0,-1.5,-2.1,0.7,LAC
Ronny Turiaf,2014,13.9,0.578,10.7,1.5,0.122,0.4,0.5,-1.5,2.0,,,,,,,,,,MIN
Ronny Turiaf,2015,4.3,,0.0,0.0,0.009,0.0,-3.2,-1.3,-1.8,,,,,,,,,,MIN
